Case,Checking_status,Credit_history,Credit_amount,Saving_status,Employment,Personal_status,Age,Job,Class
667,135,25,3496,24.5,170,274.5,34,314.5,1
668,197.5,25,3609,302,170,155.5,27,314.5,1
669,137.5,147,4843,302,127,274.5,43,314.5,0
670,32,147,3017,302,127,274.5,47,314.5,1
671,197.5,147,4139,52,170,274.5,27,101.5,1
672,197.5,265.5,5742,52,87.5,274.5,31,314.5,1
673,197.5,265.5,10366,302,127,274.5,42,74.5,1
674,197.5,147,2080,32,170,46.5,24,314.5,1
675,197.5,44.5,2580,32,86.5,274.5,41,101.5,0
676,197.5,147,4530,302,87.5,155.5,26,74.5,1
677,197.5,147,5150,302,127,274.5,33,314.5,1
678,135,265.5,5595,52,170,46.5,24,314.5,0
679,137.5,265.5,2384,302,127,274.5,64,101.5,1
680,197.5,265.5,1453,302,86.5,155.5,26,314.5,1
681,197.5,265.5,1538,302,86.5,155.5,56,314.5,1
682,197.5,265.5,2279,92,170,274.5,37,314.5,1
683,197.5,44.5,1478,302,170,46.5,33,314.5,1
684,197.5,147,5103,302,86.5,46.5,47,314.5,1
685,135,44.5,9857,52,87.5,274.5,31,101.5,1
686,197.5,265.5,6527,92,170,274.5,34,314.5,1
687,32,147,1347,92,87.5,274.5,27,314.5,1
688,135,44.5,2862,52,127,274.5,30,314.5,1
689,197.5,265.5,2753,52,127,274.5,35,314.5,1
690,137.5,265.5,3651,24.5,170,274.5,31,314.5,1
691,137.5,147,975,302,170,25.5,25,314.5,1
692,135,265.5,2631,52,170,155.5,25,101.5,1
693,135,265.5,2896,52,86.5,274.5,29,314.5,1
694,137.5,147,4716,92,86.5,274.5,44,101.5,1
695,197.5,265.5,2284,302,87.5,274.5,28,314.5,1
696,197.5,265.5,1236,32,170,274.5,50,314.5,1
697,135,265.5,1103,302,87.5,274.5,29,314.5,1
698,197.5,147,926,302,31.5,155.5,38,11.5,1
699,197.5,147,1800,302,170,274.5,24,314.5,1
700,32,265.5,1905,302,127,274.5,40,74.5,1
701,197.5,265.5,1123,32,170,155.5,29,101.5,0
702,137.5,147,6331,302,127,274.5,46,314.5,0
703,32,265.5,1377,52,127,155.5,47,314.5,1
704,135,44.5,2503,52,127,274.5,41,314.5,1
705,135,265.5,2528,302,86.5,155.5,32,314.5,1
706,197.5,265.5,5324,32,127,155.5,35,314.5,1
707,135,265.5,6560,52,87.5,274.5,24,314.5,0
708,135,20.5,2969,302,86.5,155.5,25,314.5,0
709,135,265.5,1206,302,127,155.5,25,314.5,1
710,135,265.5,2118,302,170,274.5,37,101.5,1
711,197.5,147,629,32,127,274.5,32,74.5,1
712,137.5,25,1198,302,127,155.5,35,314.5,0
713,197.5,265.5,2476,92,127,274.5,46,74.5,1
714,137.5,147,1138,302,170,274.5,25,101.5,1
715,135,265.5,14027,302,87.5,274.5,27,74.5,0
716,197.5,147,7596,92,127,274.5,63,314.5,1
717,197.5,147,3077,92,127,274.5,40,314.5,1
718,197.5,265.5,1505,302,170,274.5,32,74.5,1
719,32,147,3148,92,170,274.5,31,314.5,1
720,135,20.5,6148,52,127,46.5,31,314.5,1
721,32,20.5,1337,302,86.5,274.5,34,74.5,0
722,135,25,433,24.5,86.5,155.5,24,314.5,0
723,137.5,265.5,1228,302,170,155.5,24,101.5,0
724,135,265.5,790,32,170,155.5,66,101.5,1
725,197.5,265.5,2570,302,170,155.5,21,314.5,0
726,197.5,147,250,24.5,170,155.5,41,101.5,1
727,197.5,147,1316,32,170,46.5,47,101.5,1
728,137.5,265.5,1882,302,170,155.5,25,314.5,0
729,135,25,6416,302,127,155.5,59,314.5,0
730,32,147,1275,24.5,170,25.5,36,314.5,1
731,135,44.5,6403,302,86.5,274.5,33,314.5,1
732,137.5,265.5,1987,302,170,274.5,21,101.5,0
733,135,265.5,760,302,87.5,155.5,44,101.5,1
734,197.5,265.5,2603,24.5,170,155.5,28,314.5,1
735,197.5,147,3380,302,87.5,155.5,37,314.5,1
736,135,25,3990,92,86.5,155.5,29,11.5,1
737,135,265.5,11560,302,170,155.5,23,74.5,0
738,137.5,265.5,4380,52,170,274.5,35,101.5,1
739,197.5,147,6761,302,87.5,274.5,45,74.5,1
740,135,20.5,4280,52,170,155.5,26,101.5,0
741,137.5,25,2325,52,87.5,274.5,32,314.5,1
742,135,25,1048,302,170,274.5,23,101.5,1
743,197.5,265.5,3160,92,127,274.5,41,314.5,1
744,137.5,25,2483,32,170,274.5,22,314.5,1
745,137.5,147,14179,92,87.5,274.5,30,74.5,1
746,137.5,147,1797,302,86.5,274.5,28,101.5,1
747,137.5,265.5,2511,302,31.5,155.5,23,314.5,1
748,137.5,265.5,1274,302,86.5,155.5,37,101.5,0
749,197.5,265.5,5248,92,170,274.5,26,314.5,1
750,197.5,265.5,3029,302,87.5,274.5,33,314.5,1
751,137.5,265.5,428,302,127,155.5,49,314.5,1
752,137.5,265.5,976,302,86.5,155.5,23,101.5,0
753,135,265.5,841,52,87.5,155.5,23,101.5,1
754,197.5,147,5771,302,87.5,155.5,25,314.5,1
755,197.5,44.5,1555,24.5,127,274.5,55,314.5,0
756,137.5,265.5,1285,92,87.5,155.5,32,314.5,0
757,32,147,1299,302,170,274.5,74,11.5,1
758,32,147,1271,92,170,274.5,39,314.5,0
759,197.5,265.5,1393,302,170,274.5,31,314.5,1
760,137.5,147,691,302,127,274.5,35,314.5,0
761,197.5,147,5045,92,127,155.5,59,314.5,1
762,137.5,147,2124,302,170,155.5,24,314.5,0
763,137.5,265.5,2214,302,170,274.5,24,101.5,1
764,197.5,147,12680,92,127,274.5,30,74.5,0
765,197.5,147,2463,52,87.5,46.5,27,314.5,1
766,135,265.5,1155,302,127,46.5,40,101.5,1
767,137.5,265.5,3108,302,86.5,25.5,31,101.5,0
768,197.5,265.5,2901,92,86.5,155.5,31,314.5,1
769,135,147,3617,302,127,274.5,28,314.5,1
770,197.5,147,1655,302,127,274.5,63,101.5,1
771,137.5,265.5,2812,92,127,155.5,26,314.5,1
772,137.5,147,8065,302,170,155.5,25,74.5,0
773,197.5,147,3275,302,127,274.5,36,74.5,1
774,197.5,147,2223,52,127,274.5,52,314.5,1
775,32,147,1480,32,31.5,274.5,66,11.5,1
776,137.5,265.5,1371,92,170,155.5,25,314.5,0
777,197.5,147,3535,302,87.5,274.5,37,314.5,1
778,137.5,265.5,3509,302,87.5,155.5,25,314.5,1
779,197.5,147,5711,24.5,127,274.5,38,74.5,1
780,135,265.5,3872,302,31.5,155.5,67,314.5,1
781,135,147,4933,302,87.5,274.5,25,314.5,0
782,197.5,147,1940,24.5,127,274.5,60,314.5,1
783,135,20.5,1410,302,170,274.5,31,101.5,1
784,135,265.5,836,52,86.5,155.5,23,101.5,0
785,135,265.5,6468,92,31.5,25.5,60,74.5,1
786,135,265.5,1941,24.5,170,274.5,35,101.5,1
787,197.5,265.5,2675,32,127,274.5,40,314.5,1
788,197.5,147,2751,92,127,274.5,38,314.5,1
789,135,44.5,6224,302,127,274.5,50,314.5,0
790,137.5,147,5998,302,170,274.5,27,314.5,0
791,135,265.5,1188,302,127,155.5,39,314.5,0
792,197.5,265.5,6313,92,127,274.5,41,74.5,1
793,197.5,147,1221,92,170,46.5,27,314.5,1
794,32,265.5,2892,302,127,25.5,51,314.5,1
795,197.5,265.5,3062,32,127,274.5,32,314.5,1
796,197.5,265.5,2301,52,86.5,155.5,22,314.5,1
797,137.5,265.5,7511,92,127,274.5,51,314.5,0
798,197.5,147,1258,302,86.5,155.5,22,101.5,1
799,197.5,44.5,717,92,127,46.5,54,314.5,1
800,135,265.5,1549,92,86.5,274.5,35,11.5,1
801,197.5,147,1597,302,127,274.5,54,314.5,1
802,135,147,1795,302,127,155.5,48,101.5,1
803,137.5,147,4272,302,127,155.5,24,314.5,1
804,197.5,147,976,92,127,274.5,35,314.5,1
805,135,265.5,7472,92,31.5,155.5,24,11.5,1
806,137.5,265.5,9271,302,87.5,274.5,24,314.5,0
807,135,265.5,590,302,86.5,46.5,26,101.5,1
808,197.5,147,930,92,127,274.5,65,314.5,1
809,135,25,9283,302,31.5,274.5,55,74.5,1
810,135,20.5,1778,302,86.5,155.5,26,11.5,0
811,135,265.5,907,302,86.5,46.5,26,314.5,1
812,135,265.5,484,302,87.5,46.5,28,101.5,1
813,137.5,147,9629,302,87.5,274.5,24,314.5,0
814,137.5,265.5,3051,302,170,274.5,54,314.5,0
815,137.5,265.5,3931,302,87.5,274.5,46,314.5,0
816,135,44.5,7432,302,170,155.5,54,314.5,1
817,197.5,265.5,1338,32,170,25.5,62,314.5,1
818,197.5,147,1554,302,87.5,155.5,24,314.5,1
819,137.5,265.5,15857,302,31.5,25.5,43,74.5,1
820,137.5,265.5,1345,302,170,46.5,26,314.5,0
821,197.5,265.5,1101,302,170,46.5,27,314.5,1
822,32,265.5,3016,302,170,46.5,24,314.5,1
823,137.5,265.5,2712,302,127,274.5,41,314.5,0
824,137.5,147,731,302,127,274.5,47,101.5,1
825,197.5,147,3780,302,86.5,25.5,35,74.5,1
826,137.5,147,1602,302,127,46.5,30,314.5,1
827,137.5,147,3966,302,127,155.5,33,314.5,0
828,197.5,20.5,4165,302,170,274.5,36,314.5,0
829,137.5,265.5,8335,92,127,274.5,47,314.5,0
830,135,44.5,6681,92,170,274.5,38,314.5,1
831,197.5,44.5,2375,32,170,274.5,44,314.5,1
832,137.5,265.5,1216,302,86.5,155.5,23,314.5,0
833,137.5,20.5,11816,302,127,274.5,29,314.5,0
834,135,265.5,5084,92,127,155.5,42,314.5,1
835,32,265.5,2327,302,86.5,155.5,25,101.5,0
836,137.5,20.5,1082,302,170,274.5,48,314.5,0
837,197.5,265.5,886,92,170,155.5,21,314.5,1
838,197.5,265.5,601,302,86.5,155.5,23,101.5,1
839,137.5,147,2957,302,127,274.5,63,314.5,1
840,197.5,147,2611,302,127,46.5,46,314.5,1
841,137.5,265.5,5179,302,87.5,274.5,29,314.5,0
842,197.5,44.5,2993,302,170,274.5,28,101.5,1
843,197.5,265.5,1943,302,86.5,155.5,23,314.5,0
844,197.5,25,1559,302,87.5,274.5,50,314.5,1
845,197.5,265.5,3422,302,127,274.5,47,314.5,1
846,135,265.5,3976,92,87.5,274.5,35,314.5,1
847,197.5,265.5,6761,92,170,274.5,68,314.5,0
848,197.5,265.5,1249,302,86.5,46.5,28,314.5,1
849,137.5,265.5,1364,302,87.5,274.5,59,314.5,1
850,137.5,265.5,709,302,127,274.5,57,101.5,0
851,137.5,147,2235,302,170,46.5,33,314.5,0
852,197.5,147,4042,92,87.5,274.5,43,314.5,1
853,197.5,147,1471,302,170,274.5,35,314.5,1
854,137.5,25,1442,302,87.5,274.5,32,101.5,0
855,197.5,44.5,10875,302,127,274.5,45,314.5,1
856,197.5,265.5,1474,52,86.5,46.5,33,314.5,1
857,197.5,265.5,894,92,87.5,155.5,40,314.5,1
858,197.5,147,3343,302,170,274.5,28,314.5,1
859,137.5,265.5,3959,302,170,155.5,29,314.5,0
860,197.5,265.5,3577,52,170,274.5,26,314.5,1
861,197.5,147,5804,24.5,170,274.5,27,314.5,1
862,197.5,44.5,2169,302,170,46.5,28,314.5,0
863,137.5,265.5,2439,302,86.5,155.5,35,314.5,0
864,197.5,147,4526,24.5,86.5,274.5,32,101.5,1
865,197.5,265.5,2210,302,170,274.5,25,101.5,0
866,197.5,265.5,2221,32,170,155.5,20,314.5,1
867,137.5,265.5,2389,302,86.5,155.5,27,314.5,1
868,197.5,147,3331,302,127,274.5,42,314.5,1
869,197.5,265.5,7409,92,127,274.5,37,314.5,1
870,137.5,265.5,652,302,127,155.5,24,314.5,1
871,197.5,44.5,7678,32,87.5,155.5,40,314.5,1
872,32,147,1343,302,127,274.5,46,314.5,1
873,137.5,147,1382,52,87.5,274.5,26,314.5,1
874,197.5,265.5,874,92,86.5,155.5,24,314.5,1
875,137.5,265.5,3590,302,170,274.5,29,101.5,1
876,135,147,1322,24.5,170,155.5,40,314.5,1
877,137.5,25,1940,302,86.5,274.5,36,74.5,1
878,197.5,265.5,3595,302,127,274.5,28,314.5,1
879,137.5,265.5,1422,302,86.5,274.5,27,74.5,0
880,197.5,147,6742,92,87.5,274.5,36,314.5,1
881,197.5,265.5,7814,302,87.5,274.5,38,74.5,1
882,197.5,265.5,9277,92,170,25.5,48,314.5,1
883,135,147,2181,92,127,274.5,36,314.5,1
884,197.5,147,1098,302,31.5,155.5,65,11.5,1
885,135,265.5,4057,302,87.5,25.5,43,314.5,0
886,137.5,265.5,795,302,86.5,155.5,53,314.5,0
887,135,147,2825,92,87.5,274.5,34,314.5,1
888,135,265.5,15672,302,170,274.5,23,314.5,0
889,197.5,147,6614,302,127,274.5,34,74.5,1
890,197.5,25,7824,92,86.5,274.5,40,314.5,1
891,137.5,147,2442,302,127,274.5,43,74.5,1
892,197.5,147,1829,302,127,274.5,46,314.5,1
893,137.5,147,2171,302,170,274.5,38,101.5,1
894,135,147,5800,302,170,274.5,34,314.5,1
895,197.5,147,1169,92,170,274.5,29,314.5,1
896,197.5,44.5,8947,92,87.5,274.5,31,74.5,1
897,137.5,265.5,2606,302,86.5,155.5,28,74.5,1
898,197.5,147,1592,24.5,87.5,155.5,35,314.5,1
899,197.5,265.5,2186,92,87.5,155.5,33,101.5,1
900,137.5,265.5,4153,302,170,274.5,42,314.5,0
901,137.5,147,2625,302,127,274.5,43,314.5,0
902,197.5,147,3485,92,86.5,25.5,44,314.5,1
903,197.5,147,10477,92,127,274.5,42,314.5,1
904,197.5,265.5,1386,92,170,46.5,40,314.5,1
905,197.5,265.5,1278,302,127,274.5,36,74.5,1
906,137.5,265.5,1107,302,170,274.5,20,74.5,1
907,137.5,265.5,3763,92,87.5,274.5,24,101.5,1
908,135,265.5,3711,92,170,46.5,27,314.5,1
909,197.5,44.5,3594,302,86.5,155.5,46,101.5,1
910,135,265.5,3195,92,170,155.5,33,101.5,1
911,197.5,44.5,4454,302,170,155.5,34,314.5,1
912,135,147,4736,302,86.5,155.5,25,101.5,0
913,135,265.5,2991,92,127,155.5,25,314.5,1
914,197.5,265.5,2142,24.5,127,25.5,28,314.5,1
915,137.5,25,3161,302,170,274.5,31,314.5,0
916,135,20.5,18424,302,170,155.5,32,74.5,0
917,197.5,265.5,2848,52,170,274.5,32,314.5,1
918,137.5,265.5,14896,302,127,274.5,68,74.5,0
919,137.5,265.5,2359,52,31.5,25.5,33,314.5,0
920,137.5,265.5,3345,302,127,274.5,39,74.5,0
921,197.5,147,1817,302,170,155.5,28,314.5,1
922,197.5,44.5,12749,32,87.5,274.5,37,74.5,1
923,137.5,265.5,1366,302,86.5,155.5,22,314.5,0
924,135,265.5,2002,302,87.5,274.5,30,314.5,1
925,137.5,25,6872,302,86.5,25.5,55,314.5,0
926,137.5,25,697,302,86.5,274.5,46,314.5,0
927,137.5,147,1049,302,86.5,155.5,21,314.5,1
928,137.5,265.5,10297,302,87.5,274.5,39,314.5,0
929,197.5,265.5,1867,92,127,274.5,58,314.5,1
930,137.5,44.5,1344,302,170,274.5,43,101.5,1
931,137.5,265.5,1747,302,86.5,274.5,24,101.5,1
932,135,265.5,1670,302,86.5,155.5,22,314.5,0
933,197.5,147,1224,302,170,274.5,30,314.5,1
934,197.5,147,522,32,127,274.5,42,314.5,1
935,137.5,265.5,1498,302,170,155.5,23,314.5,1
936,135,44.5,1919,52,86.5,274.5,30,74.5,0
937,32,265.5,745,302,170,155.5,28,101.5,0
938,135,265.5,2063,302,86.5,46.5,30,74.5,1
939,135,265.5,6288,302,170,274.5,42,314.5,0
940,197.5,147,6842,92,170,274.5,46,74.5,1
941,197.5,265.5,3527,92,86.5,274.5,45,74.5,1
942,197.5,265.5,1546,302,170,274.5,31,101.5,1
943,197.5,265.5,929,92,87.5,274.5,31,314.5,1
944,197.5,147,1455,302,87.5,274.5,42,101.5,1
945,137.5,265.5,1845,302,86.5,155.5,46,314.5,1
946,135,20.5,8358,32,86.5,155.5,30,314.5,1
947,137.5,25,3349,32,86.5,274.5,30,314.5,0
948,197.5,265.5,2859,92,31.5,274.5,38,74.5,1
949,197.5,265.5,1533,302,86.5,46.5,43,101.5,0
950,197.5,265.5,3621,52,127,274.5,31,314.5,0
951,135,147,3590,302,31.5,46.5,40,11.5,1
952,137.5,44.5,2145,302,87.5,274.5,24,314.5,0
953,135,265.5,4113,32,86.5,155.5,28,314.5,0
954,197.5,265.5,10974,302,31.5,155.5,26,74.5,0
955,137.5,265.5,1893,302,170,155.5,29,314.5,1
956,137.5,147,1231,24.5,127,155.5,57,74.5,1
957,32,147,3656,92,127,274.5,49,101.5,1
958,135,147,1154,302,127,274.5,37,101.5,1
959,137.5,265.5,4006,302,170,274.5,45,101.5,0
960,135,265.5,3069,52,127,274.5,30,314.5,1
961,197.5,147,1740,302,127,46.5,30,314.5,1
962,135,44.5,2353,302,170,25.5,47,314.5,1
963,197.5,265.5,3556,92,170,274.5,29,314.5,1
964,197.5,265.5,2397,32,127,274.5,35,314.5,0
965,135,265.5,454,302,86.5,46.5,22,101.5,1
966,135,265.5,1715,92,170,155.5,26,314.5,1
967,135,147,2520,32,170,274.5,23,101.5,0
968,197.5,265.5,3568,302,127,155.5,54,74.5,1
969,197.5,265.5,7166,92,87.5,46.5,29,314.5,1
970,137.5,147,3939,302,170,274.5,40,101.5,1
971,135,265.5,1514,52,170,274.5,22,314.5,1
972,197.5,265.5,7393,302,170,274.5,43,101.5,1
973,137.5,25,1193,302,31.5,155.5,29,11.5,0
974,137.5,265.5,7297,302,127,274.5,36,314.5,0
975,197.5,147,2831,302,170,155.5,33,314.5,1
976,32,265.5,1258,32,170,155.5,57,101.5,1
977,135,265.5,753,302,170,155.5,64,314.5,1
978,135,44.5,2427,92,127,274.5,42,314.5,1
979,197.5,44.5,2538,302,127,274.5,47,101.5,0
980,135,25,1264,52,170,46.5,25,314.5,0
981,135,147,8386,302,87.5,274.5,49,314.5,0
982,197.5,265.5,4844,302,31.5,274.5,33,74.5,0
983,32,265.5,2923,52,170,155.5,28,74.5,1
984,137.5,265.5,8229,302,170,274.5,26,314.5,0
985,197.5,147,2028,302,87.5,274.5,30,101.5,1
986,137.5,147,1433,302,170,155.5,25,314.5,1
987,32,20.5,6289,302,86.5,25.5,33,314.5,1
988,197.5,265.5,1409,52,31.5,155.5,64,314.5,1
989,137.5,265.5,6579,302,31.5,274.5,29,74.5,1
990,135,147,1743,302,127,274.5,48,101.5,1
991,197.5,147,3565,92,86.5,274.5,37,101.5,1
992,197.5,25,1569,52,127,274.5,34,101.5,1
993,137.5,265.5,1936,92,87.5,46.5,23,101.5,1
994,137.5,265.5,3959,302,31.5,274.5,30,74.5,1
995,197.5,265.5,2390,92,127,274.5,50,314.5,1
996,197.5,265.5,1736,302,87.5,155.5,31,101.5,1
997,137.5,265.5,3857,302,170,25.5,40,74.5,1
998,197.5,265.5,804,302,127,274.5,38,314.5,1
999,137.5,265.5,1845,302,170,274.5,23,314.5,0
1000,135,147,4576,52,31.5,274.5,27,314.5,1
